CustomerID,Age,Gender,TenureMonths,MonthlyCharges,TotalCharges,SupportCalls,SatisfactionScore,ContractType,PaymentMethod,InternetUsageGB,AnnualIncome,Region,Churn
CUST100532,19.0,Male,36,72.06,2673.39,2,3,Month-to-Month,UPI,64.43,42403.55,South,0
CUST100533,40.0,Female,41,43.63,1754.47,2,4,Month-to-Month,UPI,38.94,63153.06,East,0
CUST100534,35.0,Male,25,85.57,2018.1,0,3,One Year,Net Banking,151.92,25590.58,North,0
CUST100535,47.0,Female,26,52.96,1307.05,1,3,Month-to-Month,UPI,108.9,41298.61,West,0
CUST100536,24.0,Female,34,69.31,2430.23,2,3,Month-to-Month,Credit Card,43.0,39384.85,South,0
CUST100537,28.0,Female,49,58.53,2806.9,1,4,One Year,Credit Card,114.85,28724.57,North,0
CUST100538,35.0,Male,13,95.66,1121.38,3,2,Two Year,UPI,103.79,39308.51,West,1
CUST100539,23.0,Male,22,63.97,1375.25,2,2,Month-to-Month,UPI,90.86,70726.98,West,0
CUST100540,45.0,Female,33,60.46,2102.47,0,2,Month-to-Month,UPI,62.9,42102.35,East,0
CUST100541,23.0,Male,56,105.34,5817.46,3,3,One Year,Credit Card,58.31,50967.64,West,0
CUST100542,18.0,Female,72,55.25,4023.65,2,4,Month-to-Month,Credit Card,106.57,36410.83,West,0
CUST100543,40.0,Male,18,71.94,1382.01,0,3,One Year,UPI,165.12,76314.73,East,0
CUST100544,38.0,,59,31.76,1832.6,2,1,Month-to-Month,Debit Card,54.17,76386.97,West,0
CUST100545,61.0,Male,38,105.5,4197.36,2,1,Month-to-Month,Net Banking,41.09,36119.66,West,0
CUST100546,45.0,Female,36,69.35,2464.17,4,3,Month-to-Month,Debit Card,27.48,41347.01,East,0
CUST100547,37.0,Female,24,60.73,1449.25,2,3,Month-to-Month,Net Banking,55.15,60049.98,North,0
CUST100548,23.0,Male,19,61.31,1206.09,2,4,Month-to-Month,Debit Card,44.08,43031.93,North,0
CUST100549,58.0,Male,4,30.79,78.86,4,4,Month-to-Month,UPI,43.11,61461.8,West,0
CUST100550,30.0,Male,24,71.76,1692.31,3,3,One Year,Credit Card,60.41,57833.54,South,1
CUST100551,39.0,Female,1,34.55,20.0,3,4,Two Year,UPI,112.78,28109.57,North,0
CUST100552,48.0,Male,21,20.0,433.28,3,3,One Year,Credit Card,110.13,131082.06,East,0
CUST100553,41.0,Male,24,68.74,1505.4,3,3,Month-to-Month,UPI,123.28,62173.13,North,1
CUST100554,40.0,Female,22,137.53,3075.18,2,4,Month-to-Month,Debit Card,39.58,49590.24,West,0
CUST100555,30.0,Male,9,,686.36,3,3,Two Year,UPI,124.48,121133.52,West,0
CUST100556,37.0,Female,37,84.72,3168.36,1,3,Month-to-Month,,14.58,48597.68,South,1
CUST100557,51.0,Female,28,59.07,1611.12,2,4,Month-to-Month,Debit Card,86.02,68894.58,South,0
CUST100558,23.0,Male,28,74.49,2106.51,2,3,Month-to-Month,Debit Card,24.08,18925.46,North,0
CUST100559,37.0,Male,18,80.84,1326.93,1,3,Month-to-Month,Credit Card,54.65,124692.35,West,0
CUST100560,64.0,Female,40,78.28,3255.28,0,4,Month-to-Month,Net Banking,91.17,53844.44,South,0
CUST100561,18.0,Male,24,52.65,1360.64,1,1,Month-to-Month,Debit Card,98.8,108743.09,East,0
CUST100562,35.0,Female,43,58.23,2412.37,0,5,Month-to-Month,Debit Card,90.78,37861.12,South,0
CUST100563,64.0,Female,16,93.5,1407.72,5,5,Month-to-Month,Credit Card,79.89,19209.14,North,1
CUST100564,52.0,Male,9,75.53,699.42,3,3,Two Year,Credit Card,68.88,89493.95,North,0
CUST100565,29.0,Male,42,69.9,2972.5,5,4,Month-to-Month,Net Banking,119.25,30669.99,North,0
CUST100566,28.0,Male,7,63.35,417.44,3,4,Month-to-Month,Debit Card,103.3,36376.69,North,0
CUST100567,31.0,Female,15,69.69,1040.19,4,5,Month-to-Month,Credit Card,188.65,37646.55,West,0
CUST100568,46.0,Male,7,63.91,252.74,2,2,Month-to-Month,Net Banking,24.13,37302.62,North,0
CUST100569,,Male,9,71.95,656.43,1,5,Two Year,Credit Card,95.27,40428.95,West,0
CUST100570,46.0,Female,6,84.68,469.74,2,4,Two Year,Debit Card,28.32,195482.68,West,0
CUST100571,36.0,Other,11,90.09,848.14,3,4,Month-to-Month,Debit Card,31.95,43470.92,South,0
CUST100572,24.0,Male,43,73.93,3240.98,4,4,Month-to-Month,UPI,952.5696875193449,61640.46,South,0
CUST100573,43.0,Male,36,95.53,3472.57,0,4,Two Year,,47.44,72902.14,South,0
CUST100574,50.0,Male,50,55.51,2780.37,2,3,Month-to-Month,UPI,73.9,34003.43,South,0
CUST100575,41.0,Female,43,72.51,3122.78,2,2,Month-to-Month,UPI,121.98,85482.08,West,0
CUST100576,50.0,Other,31,73.34,2325.01,1,2,Month-to-Month,UPI,45.42,67182.29,East,0
CUST100577,33.0,Male,32,82.3,2692.92,2,4,Month-to-Month,Credit Card,41.35,40620.11,North,0
CUST100578,61.0,Other,31,61.62,1969.31,1,4,Two Year,Debit Card,96.33,41064.03,East,0
CUST100579,31.0,Male,22,52.12,1204.61,1,4,Month-to-Month,UPI,,44229.68,North,0
CUST100580,27.0,Male,61,89.27,5416.73,2,4,Two Year,UPI,82.81,43032.2,North,1
CUST100581,39.0,Female,11,61.75,547.12,1,2,Month-to-Month,Debit Card,100.84,45063.58,North,0
CUST100582,42.0,Male,23,78.13,1778.37,2,1,One Year,UPI,233.18,53587.29,East,0
CUST100583,37.0,Male,13,88.62,932.5,4,5,One Year,UPI,28.89,23221.04,North,0
CUST100584,51.0,Female,35,70.35,2471.04,3,5,Month-to-Month,Debit Card,62.59,23928.86,North,0
CUST100585,22.0,Male,18,103.31,1678.78,1,3,Month-to-Month,Net Banking,41.27,75696.78,North,0
CUST100586,27.0,Male,24,73.39,1705.41,3,4,Month-to-Month,Credit Card,107.19,95305.41,South,0
CUST100587,40.0,Male,13,71.74,874.65,3,4,Month-to-Month,Credit Card,81.58,29587.56,West,0
CUST100588,18.0,Female,13,64.69,757.5,2,4,Month-to-Month,Net Banking,125.72,97459.88,South,0
CUST100589,31.0,Male,16,86.5,1427.85,2,5,Two Year,Debit Card,51.13,45392.93,East,0
CUST100590,22.0,Male,54,69.21,3737.0,2,3,Month-to-Month,Debit Card,95.79,82540.54,North,0
CUST100591,33.0,Female,66,54.95,3689.65,4,3,Month-to-Month,Credit Card,61.02,43899.45,North,0
CUST100592,38.0,Other,3,57.86,189.04,1,4,Month-to-Month,Net Banking,158.04,28974.53,South,0
CUST100593,39.0,Female,8,64.42,483.82,2,4,Month-to-Month,Debit Card,58.05,29518.11,North,0
CUST100594,42.0,Male,21,74.49,1608.89,3,2,Month-to-Month,Credit Card,118.01,41482.36,North,1
CUST100595,34.0,Male,7,61.56,395.84,3,3,Month-to-Month,Debit Card,61.42,74736.31,South,0
CUST100596,59.0,Male,8,32.85,152.31,4,5,Month-to-Month,Debit Card,67.36,36780.3,North,0
CUST100597,37.0,Male,29,70.75,2024.6,2,3,One Year,,140.92,30717.51,South,0
CUST100598,30.0,Male,9,42.63,,3,4,Month-to-Month,Net Banking,308.38,81757.57,South,0
CUST100599,44.0,Male,23,56.52,1324.66,0,5,Two Year,UPI,46.32,,West,0
CUST100600,33.0,Male,12,,868.28,1,3,One Year,UPI,72.43,74457.17,South,0
CUST100601,53.0,Female,1,58.94,92.05,1,5,Two Year,UPI,50.32,50806.38,North,0
CUST100602,24.0,Male,41,24.23,966.91,3,4,Two Year,UPI,148.19,60593.66,West,0
CUST100603,35.0,Female,45,70.17,3188.34,3,3,Month-to-Month,Credit Card,36.52,20623.25,South,0
CUST100604,67.0,Male,72,60.16,4272.63,1,3,Month-to-Month,UPI,64.26,31659.2,East,0
CUST100605,53.0,Female,35,84.64,3235.19,3,3,Month-to-Month,UPI,26.85,78344.4,South,0
CUST100606,39.0,Female,19,62.46,1191.25,3,4,Month-to-Month,Net Banking,60.29,57824.8,East,0
CUST100607,49.0,Male,41,54.31,2111.9,2,4,Month-to-Month,Credit Card,46.5,41241.45,South,0
CUST100608,30.0,Male,21,58.72,1239.75,1,4,Month-to-Month,UPI,52.05,73907.08,East,0
CUST100609,52.0,Female,7,52.18,373.65,5,4,Month-to-Month,Debit Card,74.79,70556.12,North,0
CUST100610,31.0,Male,11,74.29,886.98,2,3,Month-to-Month,Net Banking,46.85,102797.93,West,0
CUST100611,47.0,Male,26,45.22,1293.42,1,3,One Year,Credit Card,43.26,76733.69,North,0
CUST100612,46.0,Male,9,72.42,664.86,4,5,One Year,Debit Card,30.44,48014.42,West,0
CUST100613,45.0,Female,25,68.77,1754.31,3,3,Month-to-Month,Debit Card,115.28,25096.37,East,1
CUST100614,52.0,Male,28,65.49,1626.05,1,4,One Year,UPI,91.67,51858.27,East,0
CUST100615,31.0,Male,72,74.52,5514.89,4,4,Two Year,UPI,98.39,59285.01,North,0
CUST100616,35.0,Female,30,90.45,2698.18,1,4,One Year,UPI,84.74,92146.83,North,0
CUST100617,51.0,Other,57,,4647.17,2,3,One Year,Debit Card,174.97,40452.64,South,0
CUST100618,42.0,Female,3,42.41,122.65,2,1,Month-to-Month,Debit Card,,75249.92,West,1
CUST100619,41.0,Male,11,55.93,606.53,0,3,One Year,Debit Card,137.6,112824.13,North,0
CUST100620,40.0,Female,26,109.4,2877.32,1,2,Two Year,Net Banking,48.16,18000.0,North,0
CUST100621,18.0,Female,34,82.97,2895.49,1,3,Two Year,Net Banking,25.46,120372.15,West,0
CUST100622,18.0,Female,10,118.49,1294.0,0,2,Month-to-Month,Debit Card,165.96,150544.45,West,1
CUST100623,28.0,Female,20,67.67,1400.6,2,3,Two Year,UPI,123.71,43043.94,North,0
CUST100624,40.0,Female,22,46.13,1030.49,4,3,Two Year,Credit Card,49.0,64438.59,East,0
CUST100625,30.0,Female,36,63.88,2194.49,0,5,Month-to-Month,Net Banking,28.09,73284.78,South,0
CUST100626,54.0,Female,47,130.73,6138.58,1,4,Month-to-Month,UPI,150.42,36725.36,South,0
CUST100627,51.0,Female,14,61.15,769.92,0,3,Month-to-Month,,27.22,53530.16,North,0
CUST100628,38.0,Female,4,91.03,275.26,1,3,Month-to-Month,Debit Card,69.68,86694.1,East,0
CUST100629,34.0,,40,65.1,2355.02,1,5,Two Year,UPI,63.59,41132.85,North,0
CUST100630,45.0,Female,7,57.86,377.81,3,4,Month-to-Month,UPI,71.72,33832.63,South,0
CUST100631,34.0,Male,26,128.76,3403.81,2,5,One Year,UPI,134.32,,West,0
CUST100632,36.0,Male,17,57.12,1005.61,3,2,Month-to-Month,Credit Card,107.68,21371.11,West,0
CUST100633,29.0,Male,21,85.22,1695.92,0,4,Month-to-Month,Debit Card,39.68,43082.95,South,0
CUST100634,21.0,Female,64,54.92,3468.32,3,3,Month-to-Month,UPI,82.4,26552.99,North,0
CUST100635,47.0,Male,13,45.01,597.35,3,4,One Year,Net Banking,33.02,67280.92,South,0
CUST100636,57.0,Male,25,106.74,2625.79,0,3,Month-to-Month,UPI,85.97,33948.31,West,0
CUST100637,38.0,Male,34,94.64,3195.31,2,4,Month-to-Month,Credit Card,132.31,52876.82,West,0
CUST100638,40.0,Female,23,28.06,630.38,0,2,Month-to-Month,UPI,70.3,83856.22,North,0
CUST100639,49.0,Female,51,70.58,3550.91,3,4,Month-to-Month,Credit Card,156.77,28225.38,East,0
CUST100640,33.0,Male,20,83.97,1610.4,2,5,Month-to-Month,Credit Card,12.65,58537.99,South,0
CUST100641,26.0,Male,18,38.55,742.75,2,4,Month-to-Month,UPI,71.33,40031.49,North,0
CUST100642,38.0,Female,30,58.36,1633.57,1,2,Two Year,Debit Card,89.04,18000.0,South,0
CUST100643,31.0,Male,19,80.25,1503.32,1,4,Month-to-Month,Credit Card,66.69,54467.38,South,0
CUST100644,18.0,Male,29,73.69,2035.54,3,4,Month-to-Month,UPI,74.1,32388.68,West,0
CUST100645,30.0,Female,22,71.12,1439.14,2,3,Month-to-Month,UPI,122.16,66496.6,East,1
CUST100646,27.0,Male,14,79.22,1080.27,2,3,Month-to-Month,Debit Card,57.2,30948.75,South,0
CUST100647,26.0,Male,19,90.12,1637.72,5,5,Month-to-Month,Credit Card,95.55,47938.4,North,0
CUST100648,,Female,7,73.45,414.79,3,3,Month-to-Month,UPI,26.57,26519.71,South,0
CUST100649,50.0,Female,35,20.0,638.45,3,4,One Year,Debit Card,24.18,44385.39,East,0
CUST100650,37.0,Male,12,55.98,641.51,3,3,Month-to-Month,UPI,90.95,18000.0,North,0
CUST100651,44.0,Female,15,38.47,635.61,1,3,Month-to-Month,Net Banking,53.78,33719.77,South,0
CUST100652,44.0,Female,32,71.1,2321.02,3,2,Two Year,Net Banking,32.82,29503.3,West,0
CUST100653,63.0,Male,37,59.62,2257.09,6,5,Month-to-Month,UPI,32.79,66003.37,North,0
CUST100654,21.0,Female,6,66.61,356.77,1,3,One Year,Debit Card,37.78,84281.97,North,0
CUST100655,36.0,Male,21,49.81,1102.23,2,4,Month-to-Month,Debit Card,113.57,28681.3,South,0
CUST100656,51.0,Female,32,77.95,2432.84,0,4,Month-to-Month,UPI,50.16,84881.94,North,0
CUST100657,50.0,Male,9,58.19,563.11,0,4,Month-to-Month,Net Banking,55.83,52273.18,East,0
CUST100658,39.0,Male,10,58.26,634.29,3,5,Two Year,UPI,99.31,80376.98,West,0
CUST100659,51.0,Other,72,96.1,6819.73,1,3,Month-to-Month,UPI,97.33,77706.04,West,0
CUST100660,48.0,Male,53,78.42,4123.44,2,4,Two Year,Debit Card,160.99,35837.86,East,0
CUST100661,46.0,Male,13,73.24,1013.25,3,3,One Year,Net Banking,66.14,47573.8,South,0
CUST100662,37.0,Female,8,49.49,297.25,2,2,Two Year,Net Banking,45.18,43431.2,South,0
CUST100663,32.0,Female,16,67.58,1127.87,1,2,Two Year,Credit Card,45.67,76309.62,West,0
CUST100664,47.0,Female,36,81.79,2958.6,4,4,One Year,UPI,125.49,53353.04,West,0
CUST100665,32.0,Female,72,69.25,4995.09,0,3,Month-to-Month,UPI,47.92,24265.13,North,0
CUST100666,38.0,Female,10,73.54,700.94,5,3,Month-to-Month,Net Banking,151.27,79737.66,South,0
CUST100667,28.0,Female,25,78.7,1847.49,2,5,Two Year,Credit Card,213.69,23185.37,West,0
CUST100668,30.0,Male,43,90.04,3956.56,3,3,Month-to-Month,Credit Card,279.52,48879.65,South,0
CUST100669,25.0,Female,22,71.18,1648.67,0,3,One Year,Credit Card,123.72,49187.8,South,0
CUST100670,24.0,Male,51,54.43,2780.93,0,4,Month-to-Month,UPI,162.74,38163.75,North,0
CUST100671,65.0,Female,20,64.31,1130.29,3,3,Month-to-Month,,50.44,32013.19,East,0
CUST100672,34.0,Male,10,76.08,757.81,2,2,One Year,Debit Card,75.94,37320.95,East,0
CUST100673,27.0,Male,17,58.69,965.64,4,4,One Year,Debit Card,116.53,31568.19,West,0
CUST100674,30.0,Male,43,97.68,4219.96,1,4,Month-to-Month,Net Banking,32.07,31578.64,South,0
CUST100675,,Female,37,108.63,3891.22,2,4,Two Year,UPI,88.14,,West,0
CUST100676,32.0,Female,46,54.66,2419.0,3,4,One Year,Debit Card,149.74,28737.99,West,0
CUST100677,32.0,Male,7,51.62,364.59,2,5,Month-to-Month,UPI,125.76,55504.67,West,0
CUST100678,46.0,Female,28,79.57,2228.94,3,2,Month-to-Month,,53.57,53286.95,South,0
CUST100679,62.0,Male,57,43.26,2400.6,1,4,Two Year,Net Banking,68.34,68292.33,East,0
CUST100680,35.0,Male,66,95.96,6298.28,1,4,Two Year,Debit Card,104.53,63123.35,North,0
CUST100681,28.0,Male,23,,1586.82,2,1,Two Year,Credit Card,34.29,61185.86,South,0
CUST100682,70.0,Male,20,67.39,,0,3,Two Year,UPI,126.19,34594.31,North,0
CUST100683,28.0,Male,5,104.52,362.49,1,3,Month-to-Month,Debit Card,127.31,92828.46,East,1
CUST100684,32.0,Male,31,77.91,2484.45,2,4,Month-to-Month,UPI,88.09,58635.22,West,0
CUST100685,18.0,Female,18,62.03,1101.63,2,3,Month-to-Month,Credit Card,293.94,51301.03,North,0
CUST100686,37.0,Female,8,62.26,488.0,2,4,Two Year,Net Banking,64.46,24948.97,South,0
CUST100687,41.0,Male,40,45.51,1660.56,6,3,One Year,Net Banking,63.64,30145.96,East,0
CUST100688,50.0,Male,17,104.13,1638.08,5,3,Month-to-Month,Net Banking,55.0,113771.16,South,0
CUST100689,35.0,Male,14,83.19,1205.37,0,4,One Year,UPI,156.58,38109.26,North,0
CUST100690,25.0,Female,11,98.28,1173.77,2,4,Month-to-Month,UPI,605.9748500790215,41081.37,West,1
CUST100691,45.0,Male,34,,2124.9,2,2,One Year,Net Banking,32.96,49717.27,West,0
CUST100692,18.0,Male,32,96.66,3091.72,2,4,Month-to-Month,Debit Card,106.84,39389.44,North,0
CUST100693,52.0,Male,29,20.0,406.25,2,3,One Year,Credit Card,45.11,80861.17,North,0
CUST100694,27.0,Other,17,120.2,2057.11,5,3,Month-to-Month,UPI,25.41,26884.12,South,1
CUST100695,36.0,Male,24,84.11,1962.81,4,4,Month-to-Month,Credit Card,100.32,108195.13,North,0
CUST100696,31.0,Female,30,68.61,2021.07,3,3,Month-to-Month,Net Banking,30.47,48522.63,West,0
CUST100697,26.0,Female,59,131.22689793941544,2444.33,0,4,Month-to-Month,Net Banking,72.52,110365.7,North,0
CUST100698,,Female,22,99.99,2205.2,4,4,Month-to-Month,,62.52,26156.38,South,0
CUST100699,31.0,Male,7,82.07,522.3,2,5,One Year,Credit Card,100.34,33948.47,South,0
CUST100700,43.0,Female,18,80.88,1454.36,4,3,Month-to-Month,UPI,141.16,48190.06,West,1
CUST100701,42.0,Male,17,72.9,1220.18,1,4,Month-to-Month,Net Banking,62.68,81323.88,West,1
CUST100702,52.0,Male,38,97.58,3711.96,3,3,Month-to-Month,Debit Card,30.58,60182.51,East,0
CUST100703,56.0,Male,34,80.61,,0,3,Two Year,Net Banking,79.92,30136.09,North,0
CUST100704,27.0,Male,41,69.21,2898.09,1,4,One Year,Debit Card,141.65,,South,0
CUST100705,66.0,Female,17,106.65,1860.41,0,3,Month-to-Month,UPI,63.92,37256.21,East,0
CUST100706,48.0,Male,16,65.13,984.95,2,5,Month-to-Month,Credit Card,23.18,18000.0,North,0
CUST100707,45.0,Female,21,78.05,1602.99,0,5,One Year,Debit Card,144.83,52646.22,South,0
CUST100708,48.0,Female,21,89.99,2007.44,3,2,One Year,UPI,,82784.37,East,1
CUST100709,30.0,Male,1,67.24,117.94,3,3,Month-to-Month,,130.02,46321.03,West,0
CUST100710,49.0,Female,2,73.27,251.69,1,4,Month-to-Month,Credit Card,57.17,43685.31,West,0
CUST100711,43.0,Female,33,41.38,1208.58,0,3,Month-to-Month,UPI,48.67,44151.1,South,0
CUST100712,46.0,Male,71,49.38,3547.91,0,3,One Year,Debit Card,132.97,37107.23,South,0
CUST100713,43.0,Male,18,67.14,1207.99,1,4,One Year,Debit Card,155.34,18000.0,North,0
CUST100714,18.0,Male,13,72.41,895.43,1,3,Month-to-Month,UPI,21.76,95889.91,West,0
CUST100715,36.0,Male,2,82.64,166.02,2,4,One Year,Credit Card,103.37,81417.03,South,1
CUST100716,49.0,Female,42,56.03,2277.18,0,5,Month-to-Month,Debit Card,74.68,115278.22,East,0
CUST100717,41.0,Female,16,49.89,812.73,4,4,Two Year,UPI,104.47,31614.87,West,0
CUST100718,18.0,Male,5,90.54,580.64,2,4,Month-to-Month,UPI,55.69,48516.8,West,0
CUST100719,24.0,Female,43,77.75,3431.19,2,4,Month-to-Month,UPI,80.66,67258.16,South,0
CUST100720,48.0,Female,10,99.29,1143.2,3,3,Month-to-Month,Debit Card,69.6,18566.3,South,1
CUST100721,38.0,Male,21,91.44,1947.52,1,3,Month-to-Month,UPI,47.02,69942.81,South,0
CUST100722,51.0,Female,28,74.68,2222.84,0,5,Month-to-Month,Net Banking,57.56,37720.91,South,0
CUST100723,36.0,Female,9,84.5,788.21,3,2,One Year,Net Banking,56.41,,West,1
CUST100724,43.0,Male,48,62.54,2882.12,0,4,One Year,UPI,78.52,74275.94,East,0
CUST100725,33.0,Male,28,99.85,2663.93,6,5,Two Year,Credit Card,35.83,75042.52,East,0
CUST100726,50.0,Male,17,77.6,1395.18,2,4,One Year,Debit Card,175.0,34687.49,South,0
CUST100727,43.0,Female,6,58.23,264.89,1,4,One Year,Credit Card,66.49,49339.89,East,0
CUST100728,38.0,Male,17,79.27,1324.89,5,4,One Year,UPI,88.34,36669.6,South,0
CUST100729,39.0,Female,17,80.79,1323.63,1,3,Month-to-Month,Debit Card,119.51,21279.72,South,0
CUST100730,41.0,Female,32,27.22,788.88,3,3,Two Year,Credit Card,74.65,59280.16,West,0
CUST100731,71.0,Female,47,,4077.31,3,3,One Year,Credit Card,94.12,21299.47,West,0
CUST100732,41.0,Male,43,87.39,3572.04,1,4,Two Year,Credit Card,75.02,21451.73,North,0
CUST100733,43.0,Male,4,75.61,,0,3,One Year,,40.64,30616.63,South,0
CUST100734,18.0,Female,6,20.0,138.9,3,2,Month-to-Month,Net Banking,68.81,29683.47,West,0
CUST100735,,Female,17,85.34,1411.24,1,5,Month-to-Month,UPI,143.72,34979.76,North,0
CUST100736,42.0,Female,40,108.24,4375.18,1,4,Month-to-Month,Debit Card,38.71,45762.48,East,0
CUST100737,18.0,Female,22,104.18,2119.75,2,3,Two Year,UPI,58.28,66015.93,West,0
CUST100738,35.0,Male,14,56.07,791.94,1,4,Two Year,UPI,67.89,73280.9,North,0
CUST100739,24.0,Male,40,79.67,3271.31,4,3,One Year,UPI,48.19,18000.0,North,0
CUST100740,34.0,Male,5,99.98,625.4,4,4,Two Year,UPI,73.5,38249.27,North,0
CUST100741,18.0,Female,21,80.81,1686.46,0,5,Month-to-Month,Credit Card,39.19,43842.73,North,0
CUST100742,47.0,Female,72,58.09,4279.3,3,2,Month-to-Month,Debit Card,58.41,35708.08,South,0
CUST100743,35.0,Female,18,80.78,1537.55,4,3,Month-to-Month,UPI,122.33,25368.78,East,0
CUST100744,45.0,Male,31,57.23,1823.38,2,3,One Year,Credit Card,36.18,55720.13,East,0
CUST100745,41.0,Female,35,68.01,2385.5,1,3,Month-to-Month,Debit Card,163.0,24367.12,South,0
CUST100746,35.0,Other,2,69.36,126.83,0,4,One Year,Debit Card,112.12,56298.97,West,0
CUST100747,41.0,Male,24,69.06,1686.67,1,3,Month-to-Month,UPI,43.63,27409.62,South,0
CUST100748,23.0,Male,17,83.39,1421.77,1,3,Month-to-Month,Net Banking,58.22,18000.0,North,0
CUST100749,46.0,Male,3,96.99,179.56,2,4,Month-to-Month,UPI,100.3,127270.02,South,1
CUST100750,39.0,Female,14,88.96,1159.23,4,4,Month-to-Month,UPI,63.99,37558.66,East,0
CUST100751,67.0,Female,25,66.54,,2,3,Month-to-Month,Credit Card,50.0,25757.69,South,0
CUST100752,38.0,Male,20,76.38,,3,3,Month-to-Month,Credit Card,86.09,46448.54,South,0
CUST100753,47.0,Male,8,57.71,421.69,2,3,Two Year,UPI,69.21,,North,0
CUST100754,42.0,,30,46.55,1348.26,3,4,Month-to-Month,Credit Card,106.02,56423.75,West,0
CUST100755,20.0,Female,39,42.87,1822.43,2,4,One Year,Debit Card,181.78,40433.09,West,0
CUST100756,27.0,Female,7,86.78,693.55,0,2,Two Year,UPI,19.7,38229.05,West,0
CUST100757,58.0,Male,24,72.99,1684.24,0,3,Month-to-Month,Net Banking,82.62,81445.04,West,0
CUST100758,55.0,Female,30,54.08,1601.28,1,3,One Year,UPI,149.37,101269.03,North,0
CUST100759,22.0,Male,33,48.2,1612.11,2,4,Month-to-Month,UPI,58.89,67700.11,East,0
CUST100760,25.0,Male,31,62.11,1863.52,2,3,Month-to-Month,Debit Card,150.66,30255.7,North,0
CUST100761,36.0,Female,2,84.02,20.0,1,2,Month-to-Month,Net Banking,80.86,49635.89,West,0
CUST100762,46.0,Male,30,62.11,1819.83,3,3,Month-to-Month,Credit Card,200.82,49149.92,East,0
CUST100763,29.0,Male,10,,605.08,2,4,Month-to-Month,UPI,147.94,126591.33,North,0
CUST100764,46.0,Other,9,83.31,713.55,3,4,Month-to-Month,,61.85,51247.97,North,0
CUST100765,61.0,Male,12,106.55,1216.88,3,2,Two Year,UPI,201.85,47163.92,West,1
CUST100766,45.0,Female,16,87.88,1350.2,0,5,Month-to-Month,UPI,78.66,65523.25,North,0
CUST100767,37.0,Female,10,64.45,679.79,3,4,Two Year,Credit Card,40.69,21334.83,East,0
CUST100768,43.0,Male,9,89.78,677.83,2,4,Month-to-Month,Net Banking,54.6,38833.15,South,1
CUST100769,39.0,Male,72,64.7,4640.18,4,3,One Year,Debit Card,85.4,60305.01,North,0
CUST100770,44.0,Female,35,76.58,,0,5,One Year,Debit Card,99.39,37493.35,East,0
CUST100771,39.0,Female,51,90.66,4572.87,3,5,Month-to-Month,UPI,103.1,36844.88,South,0
CUST100772,36.0,Female,36,98.35,3624.27,0,4,Two Year,UPI,120.53,134569.29,South,0
CUST100773,21.0,Male,21,77.26,1581.14,1,4,Month-to-Month,Net Banking,54.74,139233.2,North,0
CUST100774,34.0,Female,71,98.96,6965.98,2,2,Month-to-Month,UPI,84.38,69175.43,South,0
CUST100775,26.0,Male,41,105.88,4419.61,2,4,Month-to-Month,UPI,50.76,48307.99,West,0
CUST100776,59.0,Male,38,89.41,3418.45,3,3,Month-to-Month,Net Banking,47.41,31756.36,West,0
CUST100777,19.0,Female,6,71.3,389.52,0,2,Month-to-Month,Credit Card,33.66,111173.04,North,0
CUST100778,46.0,Male,10,85.3,979.4,3,2,Month-to-Month,UPI,122.43,60606.16,West,1
CUST100779,65.0,Male,30,112.48,3283.49,3,2,Month-to-Month,Net Banking,113.71,94722.05,West,0
CUST100780,49.0,Male,20,55.6,982.79,4,1,Month-to-Month,Credit Card,34.65,139614.79,North,0
CUST100781,53.0,Male,34,57.11,1852.83,2,4,One Year,UPI,153.29,,West,0
CUST100782,37.0,Male,22,61.02,1237.98,5,3,One Year,Debit Card,59.23,71807.38,North,0
CUST100783,57.0,Male,28,54.97,1635.13,1,2,Month-to-Month,UPI,82.51,49828.58,North,1
CUST100784,31.0,Male,26,63.8,1683.9,3,4,Month-to-Month,UPI,106.85,76570.66,South,0
CUST100785,55.0,Male,15,29.65,204.56,0,4,One Year,Credit Card,36.25,21364.15,North,0
CUST100786,33.0,Male,60,58.2,3487.1,1,4,Two Year,UPI,68.75,46096.89,South,0
CUST100787,47.0,Female,2,64.85,128.99,1,3,Month-to-Month,Net Banking,233.49,85948.51,North,0
CUST100788,31.0,Female,25,94.3,2276.37,4,3,Month-to-Month,UPI,32.42,33030.24,North,0
CUST100789,51.0,Female,35,60.4,2049.08,1,5,Two Year,UPI,24.36,61684.28,West,0
CUST100790,63.0,Female,13,93.79,1252.8,3,4,Month-to-Month,UPI,24.96,95656.35,North,0
CUST100791,41.0,Male,17,67.24,1181.27,3,2,One Year,Credit Card,116.31,42588.63,West,0
CUST100792,42.0,Male,10,92.84,894.01,3,4,One Year,UPI,58.62,48094.44,North,0
CUST100793,36.0,Female,4,42.52,147.39,2,5,Two Year,Debit Card,,144763.47,North,0
CUST100794,40.0,Female,6,35.74,164.91,1,3,Month-to-Month,Net Banking,70.68,26544.38,East,1
CUST100795,48.0,Male,29,61.34,1744.61,2,4,Two Year,Credit Card,176.24,41687.88,West,0
CUST100796,49.0,Female,38,45.28,1579.77,2,4,Month-to-Month,Debit Card,84.4,191226.68,West,0
CUST100797,34.0,Other,27,70.55,1894.57,5,5,One Year,Credit Card,102.22,,East,0
CUST100798,55.0,Female,25,78.84,1987.4,3,4,Month-to-Month,UPI,65.3,56040.66,West,0
